Time_Min,House_ID,Profile,Power_Usage_kW
730,House_16,Night_Owl,0.278
731,House_16,Night_Owl,0.161
732,House_16,Night_Owl,0.148
733,House_16,Night_Owl,0.226
734,House_16,Night_Owl,0.248
735,House_16,Night_Owl,0.288
736,House_16,Night_Owl,0.252
737,House_16,Night_Owl,0.155
738,House_16,Night_Owl,0.152
739,House_16,Night_Owl,0.201
740,House_16,Night_Owl,0.143
741,House_16,Night_Owl,0.295
742,House_16,Night_Owl,0.289
743,House_16,Night_Owl,0.163
744,House_16,Night_Owl,0.223
745,House_16,Night_Owl,0.29
746,House_16,Night_Owl,0.262
747,House_16,Night_Owl,0.189
748,House_16,Night_Owl,0.29
749,House_16,Night_Owl,0.155
750,House_16,Night_Owl,0.167
751,House_16,Night_Owl,0.176
752,House_16,Night_Owl,0.271
753,House_16,Night_Owl,0.215
754,House_16,Night_Owl,0.115
755,House_16,Night_Owl,0.109
756,House_16,Night_Owl,0.136
757,House_16,Night_Owl,0.124
758,House_16,Night_Owl,0.195
759,House_16,Night_Owl,0.144
760,House_16,Night_Owl,0.121
761,House_16,Night_Owl,0.273
762,House_16,Night_Owl,0.266
763,House_16,Night_Owl,0.207
764,House_16,Night_Owl,0.205
765,House_16,Night_Owl,0.25
766,House_16,Night_Owl,0.132
767,House_16,Night_Owl,0.176
768,House_16,Night_Owl,0.241
769,House_16,Night_Owl,0.188
770,House_16,Night_Owl,0.187
771,House_16,Night_Owl,0.22
772,House_16,Night_Owl,0.217
773,House_16,Night_Owl,0.146
774,House_16,Night_Owl,0.22
775,House_16,Night_Owl,0.201
776,House_16,Night_Owl,0.115
777,House_16,Night_Owl,0.167
778,House_16,Night_Owl,0.16
779,House_16,Night_Owl,0.191
780,House_16,Night_Owl,0.174
781,House_16,Night_Owl,0.26
782,House_16,Night_Owl,0.153
783,House_16,Night_Owl,0.143
784,House_16,Night_Owl,0.253
785,House_16,Night_Owl,0.247
786,House_16,Night_Owl,0.24
787,House_16,Night_Owl,0.156
788,House_16,Night_Owl,0.133
789,House_16,Night_Owl,0.188
790,House_16,Night_Owl,0.284
791,House_16,Night_Owl,0.185
792,House_16,Night_Owl,0.152
793,House_16,Night_Owl,0.163
794,House_16,Night_Owl,0.206
795,House_16,Night_Owl,0.199
796,House_16,Night_Owl,1.39
797,House_16,Night_Owl,0.219
798,House_16,Night_Owl,0.217
799,House_16,Night_Owl,0.179
800,House_16,Night_Owl,0.159
801,House_16,Night_Owl,0.12
802,House_16,Night_Owl,0.157
803,House_16,Night_Owl,0.183
804,House_16,Night_Owl,0.16
805,House_16,Night_Owl,0.27
806,House_16,Night_Owl,0.266
807,House_16,Night_Owl,1.344
808,House_16,Night_Owl,0.271
809,House_16,Night_Owl,0.122
810,House_16,Night_Owl,0.254
811,House_16,Night_Owl,0.149
812,House_16,Night_Owl,0.174
813,House_16,Night_Owl,0.26
814,House_16,Night_Owl,0.148
815,House_16,Night_Owl,0.154
816,House_16,Night_Owl,0.101
817,House_16,Night_Owl,0.153
818,House_16,Night_Owl,0.278
819,House_16,Night_Owl,0.205
820,House_16,Night_Owl,0.114
821,House_16,Night_Owl,0.211
822,House_16,Night_Owl,0.131
823,House_16,Night_Owl,0.256
824,House_16,Night_Owl,0.155
825,House_16,Night_Owl,0.106
826,House_16,Night_Owl,0.28
827,House_16,Night_Owl,0.185
828,House_16,Night_Owl,0.276
829,House_16,Night_Owl,0.169
830,House_16,Night_Owl,0.25
831,House_16,Night_Owl,0.212
832,House_16,Night_Owl,0.268
833,House_16,Night_Owl,0.261
834,House_16,Night_Owl,0.24
835,House_16,Night_Owl,0.236
836,House_16,Night_Owl,0.121
837,House_16,Night_Owl,0.244
838,House_16,Night_Owl,0.228
839,House_16,Night_Owl,0.254
840,House_16,Night_Owl,0.193
841,House_16,Night_Owl,0.218
842,House_16,Night_Owl,0.276
843,House_16,Night_Owl,0.143
844,House_16,Night_Owl,0.268
845,House_16,Night_Owl,0.268
846,House_16,Night_Owl,0.299
847,House_16,Night_Owl,0.27
848,House_16,Night_Owl,0.231
849,House_16,Night_Owl,0.195
850,House_16,Night_Owl,0.176
851,House_16,Night_Owl,0.289
852,House_16,Night_Owl,0.293
853,House_16,Night_Owl,0.112
854,House_16,Night_Owl,0.268
855,House_16,Night_Owl,0.221
856,House_16,Night_Owl,0.2
857,House_16,Night_Owl,0.202
858,House_16,Night_Owl,0.218
859,House_16,Night_Owl,0.283
860,House_16,Night_Owl,0.265
861,House_16,Night_Owl,0.277
862,House_16,Night_Owl,0.259
863,House_16,Night_Owl,1.301
864,House_16,Night_Owl,0.107
865,House_16,Night_Owl,0.218
866,House_16,Night_Owl,0.205
867,House_16,Night_Owl,0.165
868,House_16,Night_Owl,0.222
869,House_16,Night_Owl,0.175
870,House_16,Night_Owl,0.206
871,House_16,Night_Owl,0.215
872,House_16,Night_Owl,0.228
873,House_16,Night_Owl,0.267
874,House_16,Night_Owl,0.161
875,House_16,Night_Owl,0.214
876,House_16,Night_Owl,0.29
877,House_16,Night_Owl,0.25
878,House_16,Night_Owl,0.241
879,House_16,Night_Owl,0.127
880,House_16,Night_Owl,0.279
881,House_16,Night_Owl,0.209
882,House_16,Night_Owl,0.245
883,House_16,Night_Owl,0.204
884,House_16,Night_Owl,0.18
885,House_16,Night_Owl,0.259
886,House_16,Night_Owl,0.172
887,House_16,Night_Owl,0.277
888,House_16,Night_Owl,0.176
889,House_16,Night_Owl,0.173
890,House_16,Night_Owl,0.14
891,House_16,Night_Owl,0.241
892,House_16,Night_Owl,0.113
893,House_16,Night_Owl,0.23
894,House_16,Night_Owl,0.267
895,House_16,Night_Owl,0.209
896,House_16,Night_Owl,0.109
897,House_16,Night_Owl,0.262
898,House_16,Night_Owl,0.226
899,House_16,Night_Owl,0.138
900,House_16,Night_Owl,1.473
901,House_16,Night_Owl,0.246
902,House_16,Night_Owl,0.105
903,House_16,Night_Owl,0.229
904,House_16,Night_Owl,0.215
905,House_16,Night_Owl,0.235
906,House_16,Night_Owl,0.213
907,House_16,Night_Owl,0.281
908,House_16,Night_Owl,0.132
909,House_16,Night_Owl,0.207
910,House_16,Night_Owl,0.169
911,House_16,Night_Owl,0.272
912,House_16,Night_Owl,0.11
913,House_16,Night_Owl,0.248
914,House_16,Night_Owl,0.109
915,House_16,Night_Owl,0.255
916,House_16,Night_Owl,0.115
917,House_16,Night_Owl,0.244
918,House_16,Night_Owl,0.106
919,House_16,Night_Owl,0.183
920,House_16,Night_Owl,0.13
921,House_16,Night_Owl,0.157
922,House_16,Night_Owl,0.267
923,House_16,Night_Owl,0.233
924,House_16,Night_Owl,0.277
925,House_16,Night_Owl,0.289
926,House_16,Night_Owl,0.219
927,House_16,Night_Owl,0.144
928,House_16,Night_Owl,0.148
929,House_16,Night_Owl,0.263
930,House_16,Night_Owl,0.126
931,House_16,Night_Owl,0.168
932,House_16,Night_Owl,0.239
933,House_16,Night_Owl,0.278
934,House_16,Night_Owl,0.252
935,House_16,Night_Owl,0.237
936,House_16,Night_Owl,0.296
937,House_16,Night_Owl,0.131
938,House_16,Night_Owl,0.149
939,House_16,Night_Owl,0.123
940,House_16,Night_Owl,0.138
941,House_16,Night_Owl,0.116
942,House_16,Night_Owl,0.127
943,House_16,Night_Owl,0.232
944,House_16,Night_Owl,0.162
945,House_16,Night_Owl,0.299
946,House_16,Night_Owl,0.202
947,House_16,Night_Owl,0.122
948,House_16,Night_Owl,0.3
949,House_16,Night_Owl,0.222
950,House_16,Night_Owl,0.231
951,House_16,Night_Owl,0.161
952,House_16,Night_Owl,0.286
953,House_16,Night_Owl,0.291
954,House_16,Night_Owl,0.242
955,House_16,Night_Owl,0.107
956,House_16,Night_Owl,0.103
957,House_16,Night_Owl,0.135
958,House_16,Night_Owl,0.207
959,House_16,Night_Owl,0.206
960,House_16,Night_Owl,0.211
961,House_16,Night_Owl,0.215
962,House_16,Night_Owl,0.22
963,House_16,Night_Owl,0.122
964,House_16,Night_Owl,0.14
965,House_16,Night_Owl,0.26
966,House_16,Night_Owl,0.205
967,House_16,Night_Owl,0.223
968,House_16,Night_Owl,0.168
969,House_16,Night_Owl,0.135
970,House_16,Night_Owl,0.191
971,House_16,Night_Owl,0.23
972,House_16,Night_Owl,0.212
973,House_16,Night_Owl,0.121
974,House_16,Night_Owl,0.229
975,House_16,Night_Owl,0.289
976,House_16,Night_Owl,0.109
977,House_16,Night_Owl,0.225
978,House_16,Night_Owl,0.219
979,House_16,Night_Owl,0.22
980,House_16,Night_Owl,0.229
981,House_16,Night_Owl,0.246
982,House_16,Night_Owl,0.253
983,House_16,Night_Owl,1.387
984,House_16,Night_Owl,0.229
985,House_16,Night_Owl,0.2
986,House_16,Night_Owl,0.243
987,House_16,Night_Owl,0.298
988,House_16,Night_Owl,0.289
989,House_16,Night_Owl,0.298
990,House_16,Night_Owl,0.271
991,House_16,Night_Owl,0.232
992,House_16,Night_Owl,0.191
993,House_16,Night_Owl,0.267
994,House_16,Night_Owl,0.159
995,House_16,Night_Owl,0.143
996,House_16,Night_Owl,0.273
997,House_16,Night_Owl,0.168
998,House_16,Night_Owl,0.292
999,House_16,Night_Owl,0.156
1000,House_16,Night_Owl,0.125
1001,House_16,Night_Owl,0.159
1002,House_16,Night_Owl,0.196
1003,House_16,Night_Owl,0.18
1004,House_16,Night_Owl,0.17
1005,House_16,Night_Owl,0.113
1006,House_16,Night_Owl,0.108
1007,House_16,Night_Owl,0.203
1008,House_16,Night_Owl,0.251
1009,House_16,Night_Owl,0.192
1010,House_16,Night_Owl,0.169
1011,House_16,Night_Owl,0.111
1012,House_16,Night_Owl,0.194
1013,House_16,Night_Owl,0.129
1014,House_16,Night_Owl,0.134
1015,House_16,Night_Owl,0.197
1016,House_16,Night_Owl,0.226
1017,House_16,Night_Owl,0.153
1018,House_16,Night_Owl,0.219
1019,House_16,Night_Owl,0.219
1020,House_16,Night_Owl,0.111
1021,House_16,Night_Owl,0.231
1022,House_16,Night_Owl,0.284
1023,House_16,Night_Owl,0.168
1024,House_16,Night_Owl,0.17
1025,House_16,Night_Owl,0.104
1026,House_16,Night_Owl,0.206
1027,House_16,Night_Owl,0.185
1028,House_16,Night_Owl,0.272
1029,House_16,Night_Owl,0.262
1030,House_16,Night_Owl,0.278
1031,House_16,Night_Owl,0.25
1032,House_16,Night_Owl,0.188
1033,House_16,Night_Owl,0.229
1034,House_16,Night_Owl,0.15
1035,House_16,Night_Owl,0.105
1036,House_16,Night_Owl,0.228
1037,House_16,Night_Owl,0.216
1038,House_16,Night_Owl,0.244
1039,House_16,Night_Owl,0.19
1040,House_16,Night_Owl,0.258
1041,House_16,Night_Owl,0.226
1042,House_16,Night_Owl,0.216
1043,House_16,Night_Owl,0.273
1044,House_16,Night_Owl,0.268
1045,House_16,Night_Owl,0.112
1046,House_16,Night_Owl,0.26
1047,House_16,Night_Owl,0.249
1048,House_16,Night_Owl,0.251
1049,House_16,Night_Owl,0.24
1050,House_16,Night_Owl,0.172
1051,House_16,Night_Owl,0.193
1052,House_16,Night_Owl,0.104
1053,House_16,Night_Owl,0.245
1054,House_16,Night_Owl,0.238
1055,House_16,Night_Owl,0.269
1056,House_16,Night_Owl,0.223
1057,House_16,Night_Owl,0.1
1058,House_16,Night_Owl,0.286
1059,House_16,Night_Owl,0.244
1060,House_16,Night_Owl,0.224
1061,House_16,Night_Owl,0.208
1062,House_16,Night_Owl,0.202
1063,House_16,Night_Owl,0.119
1064,House_16,Night_Owl,0.177
1065,House_16,Night_Owl,0.283
1066,House_16,Night_Owl,0.152
1067,House_16,Night_Owl,0.198
1068,House_16,Night_Owl,0.208
1069,House_16,Night_Owl,0.187
1070,House_16,Night_Owl,0.161
1071,House_16,Night_Owl,0.106
1072,House_16,Night_Owl,0.126
1073,House_16,Night_Owl,0.146
1074,House_16,Night_Owl,1.397
1075,House_16,Night_Owl,0.108
1076,House_16,Night_Owl,0.14
1077,House_16,Night_Owl,0.266
1078,House_16,Night_Owl,0.265
1079,House_16,Night_Owl,0.281
1080,House_16,Night_Owl,0.1
1081,House_16,Night_Owl,0.195
1082,House_16,Night_Owl,0.17
1083,House_16,Night_Owl,0.209
1084,House_16,Night_Owl,0.204
1085,House_16,Night_Owl,0.265
1086,House_16,Night_Owl,0.129
1087,House_16,Night_Owl,0.189
1088,House_16,Night_Owl,0.171
1089,House_16,Night_Owl,0.253
1090,House_16,Night_Owl,0.213
1091,House_16,Night_Owl,0.158
1092,House_16,Night_Owl,0.181
1093,House_16,Night_Owl,0.259
1094,House_16,Night_Owl,0.215
1095,House_16,Night_Owl,0.27
1096,House_16,Night_Owl,0.239
1097,House_16,Night_Owl,0.114
1098,House_16,Night_Owl,0.119
1099,House_16,Night_Owl,0.124
1100,House_16,Night_Owl,0.257
1101,House_16,Night_Owl,0.118
1102,House_16,Night_Owl,0.228
1103,House_16,Night_Owl,0.154
1104,House_16,Night_Owl,0.153
1105,House_16,Night_Owl,0.228
1106,House_16,Night_Owl,0.284
1107,House_16,Night_Owl,0.167
1108,House_16,Night_Owl,0.262
1109,House_16,Night_Owl,0.232
1110,House_16,Night_Owl,0.27
1111,House_16,Night_Owl,0.17
1112,House_16,Night_Owl,0.29
1113,House_16,Night_Owl,0.158
1114,House_16,Night_Owl,1.326
1115,House_16,Night_Owl,0.175
1116,House_16,Night_Owl,0.233
1117,House_16,Night_Owl,0.244
1118,House_16,Night_Owl,0.269
1119,House_16,Night_Owl,0.126
1120,House_16,Night_Owl,0.259
1121,House_16,Night_Owl,0.256
1122,House_16,Night_Owl,0.287
1123,House_16,Night_Owl,0.16
1124,House_16,Night_Owl,0.261
1125,House_16,Night_Owl,0.112
1126,House_16,Night_Owl,0.19
1127,House_16,Night_Owl,0.151
1128,House_16,Night_Owl,0.298
1129,House_16,Night_Owl,0.104
1130,House_16,Night_Owl,0.145
1131,House_16,Night_Owl,0.175
1132,House_16,Night_Owl,0.296
1133,House_16,Night_Owl,0.287
1134,House_16,Night_Owl,0.278
1135,House_16,Night_Owl,0.155
1136,House_16,Night_Owl,0.175
1137,House_16,Night_Owl,0.122
1138,House_16,Night_Owl,0.235
1139,House_16,Night_Owl,0.262
1140,House_16,Night_Owl,0.152
1141,House_16,Night_Owl,0.268
1142,House_16,Night_Owl,0.172
1143,House_16,Night_Owl,0.204
1144,House_16,Night_Owl,0.154
1145,House_16,Night_Owl,0.271
1146,House_16,Night_Owl,0.263
1147,House_16,Night_Owl,0.206
1148,House_16,Night_Owl,0.278
1149,House_16,Night_Owl,0.214
1150,House_16,Night_Owl,0.285
1151,House_16,Night_Owl,0.202
1152,House_16,Night_Owl,0.116
1153,House_16,Night_Owl,0.204
1154,House_16,Night_Owl,0.282
1155,House_16,Night_Owl,0.229
1156,House_16,Night_Owl,0.266
1157,House_16,Night_Owl,1.348
1158,House_16,Night_Owl,0.2
1159,House_16,Night_Owl,0.283
1160,House_16,Night_Owl,0.106
1161,House_16,Night_Owl,0.298
1162,House_16,Night_Owl,0.235
1163,House_16,Night_Owl,0.228
1164,House_16,Night_Owl,0.18
1165,House_16,Night_Owl,0.157
1166,House_16,Night_Owl,0.208
1167,House_16,Night_Owl,0.165
1168,House_16,Night_Owl,0.111
1169,House_16,Night_Owl,0.168
1170,House_16,Night_Owl,0.147
1171,House_16,Night_Owl,0.248
1172,House_16,Night_Owl,0.258
1173,House_16,Night_Owl,0.137
1174,House_16,Night_Owl,0.199
1175,House_16,Night_Owl,0.208
1176,House_16,Night_Owl,0.181
1177,House_16,Night_Owl,0.153
1178,House_16,Night_Owl,0.195
1179,House_16,Night_Owl,0.209
1180,House_16,Night_Owl,0.109
1181,House_16,Night_Owl,0.211
1182,House_16,Night_Owl,0.197
1183,House_16,Night_Owl,0.237
1184,House_16,Night_Owl,0.218
1185,House_16,Night_Owl,0.207
1186,House_16,Night_Owl,0.183
1187,House_16,Night_Owl,0.241
1188,House_16,Night_Owl,0.286
1189,House_16,Night_Owl,0.116
1190,House_16,Night_Owl,0.159
1191,House_16,Night_Owl,0.206
1192,House_16,Night_Owl,0.163
1193,House_16,Night_Owl,0.242
1194,House_16,Night_Owl,0.263
1195,House_16,Night_Owl,0.224
1196,House_16,Night_Owl,0.291
1197,House_16,Night_Owl,0.168
1198,House_16,Night_Owl,0.184
1199,House_16,Night_Owl,0.263
1200,House_16,Night_Owl,0.148
1201,House_16,Night_Owl,0.104
1202,House_16,Night_Owl,0.168
1203,House_16,Night_Owl,0.142
1204,House_16,Night_Owl,0.216
1205,House_16,Night_Owl,0.113
1206,House_16,Night_Owl,0.298
1207,House_16,Night_Owl,0.12
1208,House_16,Night_Owl,0.166
1209,House_16,Night_Owl,0.294
1210,House_16,Night_Owl,0.211
1211,House_16,Night_Owl,1.469
1212,House_16,Night_Owl,0.155
1213,House_16,Night_Owl,0.174
1214,House_16,Night_Owl,0.215
1215,House_16,Night_Owl,0.182
1216,House_16,Night_Owl,0.229
1217,House_16,Night_Owl,0.279
1218,House_16,Night_Owl,0.166
1219,House_16,Night_Owl,0.124
1220,House_16,Night_Owl,0.233
1221,House_16,Night_Owl,0.132
1222,House_16,Night_Owl,0.269
1223,House_16,Night_Owl,0.266
1224,House_16,Night_Owl,0.212
1225,House_16,Night_Owl,0.161
1226,House_16,Night_Owl,0.253
1227,House_16,Night_Owl,0.155
1228,House_16,Night_Owl,0.238
1229,House_16,Night_Owl,0.212
1230,House_16,Night_Owl,0.251
1231,House_16,Night_Owl,0.193
1232,House_16,Night_Owl,0.264
1233,House_16,Night_Owl,0.147
1234,House_16,Night_Owl,0.112
1235,House_16,Night_Owl,0.177
1236,House_16,Night_Owl,0.224
1237,House_16,Night_Owl,0.282
1238,House_16,Night_Owl,0.196
1239,House_16,Night_Owl,0.273
1240,House_16,Night_Owl,0.145
1241,House_16,Night_Owl,0.261
1242,House_16,Night_Owl,0.28
1243,House_16,Night_Owl,0.296
1244,House_16,Night_Owl,0.284
1245,House_16,Night_Owl,0.164
1246,House_16,Night_Owl,0.231
1247,House_16,Night_Owl,0.15
1248,House_16,Night_Owl,0.275
1249,House_16,Night_Owl,0.285
1250,House_16,Night_Owl,0.285
1251,House_16,Night_Owl,0.213
1252,House_16,Night_Owl,0.143
1253,House_16,Night_Owl,0.156
1254,House_16,Night_Owl,0.275
1255,House_16,Night_Owl,0.203
1256,House_16,Night_Owl,0.127
1257,House_16,Night_Owl,0.229
1258,House_16,Night_Owl,0.101
1259,House_16,Night_Owl,0.259
1260,House_16,Night_Owl,0.226
1261,House_16,Night_Owl,0.167
1262,House_16,Night_Owl,0.274
1263,House_16,Night_Owl,0.282
1264,House_16,Night_Owl,0.17
1265,House_16,Night_Owl,0.254
1266,House_16,Night_Owl,0.151
1267,House_16,Night_Owl,0.249
1268,House_16,Night_Owl,0.209
1269,House_16,Night_Owl,0.147
1270,House_16,Night_Owl,0.191
1271,House_16,Night_Owl,0.268
1272,House_16,Night_Owl,0.186
1273,House_16,Night_Owl,0.186
1274,House_16,Night_Owl,0.163
1275,House_16,Night_Owl,0.2
1276,House_16,Night_Owl,0.147
1277,House_16,Night_Owl,0.228
1278,House_16,Night_Owl,0.21
1279,House_16,Night_Owl,0.165
1280,House_16,Night_Owl,0.184
1281,House_16,Night_Owl,0.137
1282,House_16,Night_Owl,0.251
1283,House_16,Night_Owl,0.246
1284,House_16,Night_Owl,0.263
1285,House_16,Night_Owl,0.168
1286,House_16,Night_Owl,0.243
1287,House_16,Night_Owl,0.23
1288,House_16,Night_Owl,0.17
1289,House_16,Night_Owl,0.15
1290,House_16,Night_Owl,0.265
1291,House_16,Night_Owl,0.118
1292,House_16,Night_Owl,0.129
1293,House_16,Night_Owl,0.122
1294,House_16,Night_Owl,0.271
1295,House_16,Night_Owl,0.114
1296,House_16,Night_Owl,0.241
1297,House_16,Night_Owl,0.164
1298,House_16,Night_Owl,0.298
1299,House_16,Night_Owl,0.121
1300,House_16,Night_Owl,0.168
1301,House_16,Night_Owl,0.151
1302,House_16,Night_Owl,0.222
1303,House_16,Night_Owl,0.282
1304,House_16,Night_Owl,0.172
1305,House_16,Night_Owl,0.288
1306,House_16,Night_Owl,0.298
1307,House_16,Night_Owl,0.248
1308,House_16,Night_Owl,0.174
1309,House_16,Night_Owl,0.173
1310,House_16,Night_Owl,0.173
1311,House_16,Night_Owl,0.221
1312,House_16,Night_Owl,0.181
1313,House_16,Night_Owl,0.226
1314,House_16,Night_Owl,0.22
1315,House_16,Night_Owl,0.26
1316,House_16,Night_Owl,0.123
1317,House_16,Night_Owl,0.17
1318,House_16,Night_Owl,0.188
1319,House_16,Night_Owl,0.121
1320,House_16,Night_Owl,0.256
1321,House_16,Night_Owl,2.373
1322,House_16,Night_Owl,0.197
1323,House_16,Night_Owl,2.458
1324,House_16,Night_Owl,2.059
1325,House_16,Night_Owl,1.717
1326,House_16,Night_Owl,2.925
1327,House_16,Night_Owl,1.812
1328,House_16,Night_Owl,0.188
1329,House_16,Night_Owl,2.259
1330,House_16,Night_Owl,0.133
1331,House_16,Night_Owl,2.553
1332,House_16,Night_Owl,2.619
1333,House_16,Night_Owl,2.181
1334,House_16,Night_Owl,0.142
1335,House_16,Night_Owl,2.019
1336,House_16,Night_Owl,2.136
1337,House_16,Night_Owl,2.608
1338,House_16,Night_Owl,1.949
1339,House_16,Night_Owl,2.536
1340,House_16,Night_Owl,0.136
1341,House_16,Night_Owl,2.48
1342,House_16,Night_Owl,2.491
1343,House_16,Night_Owl,2.784
1344,House_16,Night_Owl,2.738
1345,House_16,Night_Owl,0.226
1346,House_16,Night_Owl,2.178
1347,House_16,Night_Owl,0.261
1348,House_16,Night_Owl,1.937
1349,House_16,Night_Owl,0.167
1350,House_16,Night_Owl,1.771
1351,House_16,Night_Owl,2.558
1352,House_16,Night_Owl,0.227
1353,House_16,Night_Owl,2.184
1354,House_16,Night_Owl,2.443
1355,House_16,Night_Owl,2.669
1356,House_16,Night_Owl,0.241
1357,House_16,Night_Owl,0.106
1358,House_16,Night_Owl,2.087
1359,House_16,Night_Owl,0.27
1360,House_16,Night_Owl,2.154
1361,House_16,Night_Owl,1.786
1362,House_16,Night_Owl,2.227
1363,House_16,Night_Owl,0.106
1364,House_16,Night_Owl,1.745
1365,House_16,Night_Owl,1.852
1366,House_16,Night_Owl,2.544
1367,House_16,Night_Owl,1.886
1368,House_16,Night_Owl,2.429
1369,House_16,Night_Owl,1.992
1370,House_16,Night_Owl,2.487
1371,House_16,Night_Owl,2.201
1372,House_16,Night_Owl,2.38
1373,House_16,Night_Owl,1.726
1374,House_16,Night_Owl,3.612
1375,House_16,Night_Owl,2.528
1376,House_16,Night_Owl,2.451
1377,House_16,Night_Owl,1.849
1378,House_16,Night_Owl,0.223
1379,House_16,Night_Owl,2.5
1380,House_16,Night_Owl,0.273
1381,House_16,Night_Owl,1.957
1382,House_16,Night_Owl,0.185
1383,House_16,Night_Owl,0.241
1384,House_16,Night_Owl,1.892
1385,House_16,Night_Owl,0.125
1386,House_16,Night_Owl,2.389
1387,House_16,Night_Owl,0.268
1388,House_16,Night_Owl,0.286
1389,House_16,Night_Owl,1.829
1390,House_16,Night_Owl,2.591
1391,House_16,Night_Owl,0.255
1392,House_16,Night_Owl,1.973
1393,House_16,Night_Owl,0.171
1394,House_16,Night_Owl,1.807
1395,House_16,Night_Owl,2.504
1396,House_16,Night_Owl,2.567
1397,House_16,Night_Owl,2.641
1398,House_16,Night_Owl,0.215
1399,House_16,Night_Owl,0.217
1400,House_16,Night_Owl,1.823
1401,House_16,Night_Owl,2.528
1402,House_16,Night_Owl,0.226
1403,House_16,Night_Owl,0.13
1404,House_16,Night_Owl,0.245
1405,House_16,Night_Owl,2.239
1406,House_16,Night_Owl,1.796
1407,House_16,Night_Owl,2.086
1408,House_16,Night_Owl,0.126
1409,House_16,Night_Owl,1.834
1410,House_16,Night_Owl,0.105
1411,House_16,Night_Owl,0.144
1412,House_16,Night_Owl,2.253
1413,House_16,Night_Owl,1.955
1414,House_16,Night_Owl,2.273
1415,House_16,Night_Owl,0.196
1416,House_16,Night_Owl,1.843
1417,House_16,Night_Owl,1.976
1418,House_16,Night_Owl,2.236
1419,House_16,Night_Owl,2.359
1420,House_16,Night_Owl,1.777
1421,House_16,Night_Owl,0.13
1422,House_16,Night_Owl,1.659
1423,House_16,Night_Owl,0.293
1424,House_16,Night_Owl,2.037
1425,House_16,Night_Owl,1.821
1426,House_16,Night_Owl,2.45
1427,House_16,Night_Owl,1.996
1428,House_16,Night_Owl,2.629
1429,House_16,Night_Owl,2.452
1430,House_16,Night_Owl,2.399
1431,House_16,Night_Owl,0.189
1432,House_16,Night_Owl,2.225
1433,House_16,Night_Owl,0.227
1434,House_16,Night_Owl,2.682
1435,House_16,Night_Owl,2.4
1436,House_16,Night_Owl,0.238
1437,House_16,Night_Owl,0.122
1438,House_16,Night_Owl,0.124
1439,House_16,Night_Owl,0.229
0,House_17,Night_Owl,2.297
1,House_17,Night_Owl,0.146
2,House_17,Night_Owl,2.594
3,House_17,Night_Owl,1.766
4,House_17,Night_Owl,1.936
5,House_17,Night_Owl,2.44
6,House_17,Night_Owl,2.378
7,House_17,Night_Owl,1.822
8,House_17,Night_Owl,1.971
9,House_17,Night_Owl,1.78
10,House_17,Night_Owl,1.933
11,House_17,Night_Owl,2.205
12,House_17,Night_Owl,2.264
13,House_17,Night_Owl,0.179
14,House_17,Night_Owl,0.22
15,House_17,Night_Owl,1.868
16,House_17,Night_Owl,1.777
17,House_17,Night_Owl,1.725
18,House_17,Night_Owl,0.238
19,House_17,Night_Owl,1.908
20,House_17,Night_Owl,1.842
21,House_17,Night_Owl,1.869
22,House_17,Night_Owl,2.363
23,House_17,Night_Owl,1.829
24,House_17,Night_Owl,2.454
25,House_17,Night_Owl,2.136
26,House_17,Night_Owl,2.665
27,House_17,Night_Owl,0.141
28,House_17,Night_Owl,0.238
29,House_17,Night_Owl,0.126
30,House_17,Night_Owl,0.296
31,House_17,Night_Owl,2.03
32,House_17,Night_Owl,0.294
33,House_17,Night_Owl,2.581
34,House_17,Night_Owl,2.127
35,House_17,Night_Owl,2.412
36,House_17,Night_Owl,2.553
37,House_17,Night_Owl,2.651
38,House_17,Night_Owl,0.131
39,House_17,Night_Owl,2.268
40,House_17,Night_Owl,2.596
41,House_17,Night_Owl,1.743
42,House_17,Night_Owl,2.311
43,House_17,Night_Owl,2.215
44,House_17,Night_Owl,0.21
45,House_17,Night_Owl,1.972
46,House_17,Night_Owl,0.201
47,House_17,Night_Owl,2.008
48,House_17,Night_Owl,2.313
49,House_17,Night_Owl,2.196
50,House_17,Night_Owl,0.298
51,House_17,Night_Owl,1.746
52,House_17,Night_Owl,1.912
53,House_17,Night_Owl,2.688
54,House_17,Night_Owl,0.29
55,House_17,Night_Owl,0.248
56,House_17,Night_Owl,2.448
57,House_17,Night_Owl,2.61
58,House_17,Night_Owl,0.296
59,House_17,Night_Owl,2.381
60,House_17,Night_Owl,0.189
61,House_17,Night_Owl,2.258
62,House_17,Night_Owl,0.133
63,House_17,Night_Owl,2.233
64,House_17,Night_Owl,2.531
65,House_17,Night_Owl,2.241
66,House_17,Night_Owl,0.169
67,House_17,Night_Owl,0.248
68,House_17,Night_Owl,2.204
69,House_17,Night_Owl,1.844
70,House_17,Night_Owl,2.659
71,House_17,Night_Owl,2.096
72,House_17,Night_Owl,0.131
73,House_17,Night_Owl,2.702
74,House_17,Night_Owl,0.166
75,House_17,Night_Owl,0.213
76,House_17,Night_Owl,2.192
77,House_17,Night_Owl,0.276
78,House_17,Night_Owl,1.92
79,House_17,Night_Owl,2.169
80,House_17,Night_Owl,2.407
81,House_17,Night_Owl,2.579
82,House_17,Night_Owl,2.242
83,House_17,Night_Owl,0.2
84,House_17,Night_Owl,0.208
85,House_17,Night_Owl,2.17
